"seqid"	"start"	"end"	"strand"	"type"	"Name"	"Dbxref"	"gene"	"interval_start"	"interval_stop"
"NC_044231.2"	3426332	3481114	"+"	"gene"	"NCOR1"	GeneID:100230035	"NCOR1"	3424332	3481114
"NC_044231.2"	3514607	3601555	"-"	"gene"	"SPECC1"	GeneID:100223355	"SPECC1"	3514607	3603555
"NC_044231.2"	3736249	3752239	"+"	"gene"	"BLMH"	GeneID:100228177	"BLMH"	3734249	3752239
"NC_044231.2"	3941145	3944741	"+"	"gene"	"ABHD15"	GeneID:100223332	"ABHD15"	3939145	3944741
"NC_044231.2"	3943888	4012836	"-"	"gene"	"TAOK1"	GeneID:100231978	"TAOK1"	3943888	4014836
"NC_044231.2"	4032973	4055931	"+"	"gene"	"NUFIP2"	GeneID:100226203	"NUFIP2"	4030973	4055931
"NC_044231.2"	4122408	4154078	"+"	"gene"	"PHF12"	GeneID:100221882	"PHF12"	4120408	4154078
"NC_044231.2"	4256546	4258455	"-"	"gene"	"RPL23A"	GeneID:100190675	"RPL23A"	4256546	4260455
"NC_044231.2"	4264487	4266588	"+"	"gene"	"PROCA1"	GeneID:115497738	"PROCA1"	4262487	4266588
"NC_044231.2"	4334314	4353941	"+"	"gene"	"UNC119"	GeneID:100231033	"UNC119"	4332314	4353941
"NC_044231.2"	4444400	4450301	"+"	"gene"	"VTN"	GeneID:100228142	"VTN"	4442400	4450301
"NC_044231.2"	4456485	4459320	"-"	"gene"	"TMEM199"	GeneID:105758507	"TMEM199"	4456485	4461320
"NC_044231.2"	4459397	4466941	"+"	"gene"	"POLDIP2"	GeneID:100190218	"POLDIP2"	4457397	4466941
"NC_044231.2"	4675587	4698502	"-"	"gene"	"RPA1"	GeneID:100230990	"RPA1"	4675587	4700502
"NC_044231.2"	4761222	4779287	"+"	"gene"	"PRPF8"	GeneID:100224283	"PRPF8"	4759222	4779287
"NC_044231.2"	4794514	4825734	"+"	"gene"	"SLC43A2"	GeneID:100226143	"SLC43A2"	4792514	4825734
"NC_044231.2"	5072317	5088749	"-"	"gene"	"TMEM248"	GeneID:100223299	"TMEM248"	5072317	5090749
"NC_044231.2"	5235214	5237776	"+"	"gene"	"CHCHD2"	GeneID:100190692	"CHCHD2"	5233214	5237776
"NC_044231.2"	5291232	5294111	"-"	"gene"	"MRPS17"	GeneID:100190308	"MRPS17"	5291232	5296111
"NC_044231.2"	5655035	5668605	"+"	"gene"	"LIG3"	GeneID:100220473	"LIG3"	5653035	5668605
"NC_044231.2"	5923089	5931992	"+"	"gene"	"MDH2"	GeneID:100190484	"MDH2"	5921089	5931992
"NC_044231.2"	6026312	6060612	"+"	"gene"	"DTX2"	GeneID:100227209	"DTX2"	6024312	6060612
"NC_044231.2"	6440825	6448398	"+"	"gene"	"LOC105758513"	GeneID:105758513	"LOC105758513"	6438825	6448398
"NC_044231.2"	6895509	6906020	"-"	"gene"	"NUP88"	GeneID:100221354	"NUP88"	6895509	6908020
"NC_044231.2"	6906132	6909196	"+"	"gene"	"RPAIN"	GeneID:100224276	"RPAIN"	6904132	6909196
"NC_044231.2"	7137340	7194126	"-"	"gene"	"ZZEF1"	GeneID:100225186	"ZZEF1"	7137340	7196126
"NC_044231.2"	7545419	7560786	"+"	"gene"	"EIF4H"	GeneID:100217516	"EIF4H"	7543419	7560786
"NC_044231.2"	7596814	7684114	"+"	"gene"	"CLIP2"	GeneID:100225255	"CLIP2"	7594814	7684114
"NC_044231.2"	8096521	8108633	"+"	"gene"	"MKS1"	GeneID:100220405	"MKS1"	8094521	8108633
"NC_044231.2"	8115760	8188130	"+"	"gene"	"STX1A"	GeneID:100223293	"STX1A"	8113760	8188130
"NC_044232.2"	267247	281324	"-"	"gene"	"NFS1"	GeneID:100220384	"NFS1"	267247	283324
"NC_044232.2"	281356	283892	"+"	"gene"	"ROMO1"	GeneID:100190524	"ROMO1"	279356	283892
"NC_044232.2"	285273	316069	"-"	"gene"	"RBM39"	GeneID:100229956	"RBM39"	285273	318069
"NC_044232.2"	494814	554046	"-"	"gene"	"NDRG3"	GeneID:100231021	"NDRG3"	494814	556046
"NC_044232.2"	680773	779705	"+"	"gene"	"CHD6"	GeneID:100228986	"CHD6"	678773	779705
"NC_044232.2"	921474	965178	"-"	"gene"	"NCOA6"	GeneID:100227138	"NCOA6"	921474	967178
"NC_044232.2"	970775	991606	"-"	"gene"	"GGT7"	GeneID:100224250	"GGT7"	970775	993606
"NC_044232.2"	1031043	1171999	"-"	"gene"	"DLGAP4"	GeneID:100230962	"DLGAP4"	1031043	1173999
"NC_044232.2"	1372000	1399364	"+"	"gene"	"L3MBTL1"	GeneID:100225232	"L3MBTL1"	1370000	1399364
"NC_044232.2"	1507889	1513271	"+"	"gene"	"DYNLRB1"	GeneID:100190279	"DYNLRB1"	1505889	1513271
"NC_044232.2"	1559146	1585993	"-"	"gene"	"CEP250"	GeneID:101232850	"CEP250"	1559146	1587993
"NC_044232.2"	1867678	1877850	"+"	"gene"	"EIF2S2"	GeneID:100190463	"EIF2S2"	1865678	1877850
"NC_044232.2"	2427946	2436431	"+"	"gene"	"PXMP4"	GeneID:115497940	"PXMP4"	2425946	2436431
"NC_044232.2"	4144253	4147967	"-"	"gene"	"SLC32A1"	GeneID:100223958	"SLC32A1"	4144253	4149967
"NC_044232.2"	5667806	5695161	"+"	"gene"	"SRC"	GeneID:100227812	"SRC"	5665806	5695161
"NC_044232.2"	5709749	5716728	"-"	"gene"	"PIGT"	GeneID:100230623	"PIGT"	5709749	5718728
"NC_044232.2"	6518868	6570968	"-"	"gene"	"ZMYND8"	GeneID:100230619	"ZMYND8"	6518868	6572968
"NC_044232.2"	6640333	6649621	"+"	"gene"	"EPB42"	GeneID:100231647	"EPB42"	6638333	6649621
"NC_044232.2"	6670227	6676558	"+"	"gene"	"DDX27"	GeneID:100222868	"DDX27"	6668227	6676558
"NC_044232.2"	6869571	6900440	"-"	"gene"	"SLC12A5"	GeneID:100230546	"SLC12A5"	6869571	6902440
"NC_044232.2"	6971973	6973514	"+"	"gene"	"LOC115497903"	GeneID:115497903	"LOC115497903"	6969973	6973514
"NC_044232.2"	6973483	6975224	"-"	"gene"	"UBE2C"	GeneID:115497904	"UBE2C"	6973483	6977224
"NC_044232.2"	7103573	7128368	"+"	"gene"	"RPRD1B"	GeneID:100190582	"RPRD1B"	7101573	7128368
"NC_044232.2"	7299308	7309249	"-"	"gene"	"MAPRE1"	GeneID:100220958	"MAPRE1"	7299308	7311249
"NC_044232.2"	7682772	7685549	"-"	"gene"	"TCF15"	GeneID:100228701	"TCF15"	7682772	7687549
"NC_044232.2"	7693813	7698951	"-"	"gene"	"SCRT2"	GeneID:100219986	"SCRT2"	7693813	7700951
"NC_044232.2"	7799225	7808302	"-"	"gene"	"LOC100190467"	GeneID:100190467	"LOC100190467"	7799225	7810302
"NC_044232.2"	7951318	7971117	"-"	"gene"	"STMN3"	GeneID:100190045	"STMN3"	7951318	7973117
"NC_044232.2"	8050016	8057585	"+"	"gene"	"ZGPAT"	GeneID:100226838	"ZGPAT"	8048016	8057585
"NC_044232.2"	8074012	8126430	"-"	"gene"	"ZBTB46"	GeneID:100224897	"ZBTB46"	8074012	8128430
"NC_044232.2"	8168527	8198299	"+"	"gene"	"DNAJC5"	GeneID:100221029	"DNAJC5"	8166527	8198299
"NC_044232.2"	8365092	8380386	"+"	"gene"	"TCEA2"	GeneID:100190487	"TCEA2"	8363092	8380386
"NC_044232.2"	8482522	8496780	"+"	"gene"	"OPRL1"	GeneID:100219022	"OPRL1"	8480522	8496780
"NC_044232.2"	8667975	8681123	"+"	"gene"	"PCMTD2"	GeneID:105758728	"PCMTD2"	8665975	8681123
"NC_044232.2"	8784131	8857023	"+"	"gene"	"KCNQ2"	GeneID:100224829	"KCNQ2"	8782131	8857023
"NC_044232.2"	9002510	9022898	"-"	"gene"	"ARFGAP1"	GeneID:100225747	"ARFGAP1"	9002510	9024898
"NC_044232.2"	9434578	9442068	"-"	"gene"	"GID8"	GeneID:100232497	"GID8"	9434578	9444068
"NC_044232.2"	9442223	9493951	"+"	"gene"	"DIDO1"	GeneID:100226813	"DIDO1"	9440223	9493951
"NC_044232.2"	9537932	9548978	"-"	"gene"	"OGFR"	GeneID:100218157	"OGFR"	9537932	9550978
"NC_044232.2"	9978224	9982038	"+"	"gene"	"RPS21"	GeneID:100190177	"RPS21"	9976224	9982038
"NC_044232.2"	10013749	10098056	"+"	"gene"	"LAMA5"	GeneID:100223855	"LAMA5"	10011749	10098056
"NC_044232.2"	10098145	10104863	"-"	"gene"	"ADRM1"	GeneID:100190472	"ADRM1"	10098145	10106863
"NC_044232.2"	10192039	10197433	"+"	"gene"	"PSMA7"	GeneID:100190382	"PSMA7"	10190039	10197433
"NC_044232.2"	10199261	10210787	"-"	"gene"	"LSM14B"	GeneID:100224826	"LSM14B"	10199261	10212787
"NC_044232.2"	11058546	11067053	"-"	"gene"	"FAM217B"	GeneID:100222929	"FAM217B"	11058546	11069053
"NC_044232.2"	11357872	11494225	"-"	"gene"	"GNAS"	GeneID:100232476	"GNAS"	11357872	11496225
"NC_044232.2"	11633553	11671210	"-"	"gene"	"VAPB"	GeneID:100190400	"VAPB"	11633553	11673210
"NC_044232.2"	11694057	11730239	"+"	"gene"	"LOC100224823"	GeneID:100224823	"LOC100224823"	11692057	11730239
"NC_044232.2"	12528333	12538277	"-"	"gene"	"CSTF1"	GeneID:100228697	"CSTF1"	12528333	12540277
"NC_044232.2"	12757136	12759244	"-"	"gene"	"PFDN4"	GeneID:100190666	"PFDN4"	12757136	12761244
"NC_044232.2"	12929148	12955664	"+"	"gene"	"ZNF217"	GeneID:100229222	"ZNF217"	12927148	12955664
"NC_044232.2"	12963348	13179471	"-"	"gene"	"TSHZ2"	GeneID:105758492	"TSHZ2"	12963348	13181471
"NC_044232.2"	13764640	13766812	"-"	"gene"	"MOCS3"	GeneID:100220613	"MOCS3"	13764640	13768812
"NC_044232.2"	13766851	13772392	"+"	"gene"	"DPM1"	GeneID:100190296	"DPM1"	13764851	13772392
"NC_044232.2"	13778805	13801721	"+"	"gene"	"LOC100224555"	GeneID:100224555	"LOC100224555"	13776805	13801721
"NC_044232.2"	14057509	14068451	"+"	"gene"	"UBE2V1"	GeneID:100551498	"UBE2V1"	14055509	14068451
"NC_044232.2"	14122476	14127910	"-"	"gene"	"RNF114"	GeneID:100228346	"RNF114"	14122476	14129910
"NC_044232.2"	14588519	14676127	"+"	"gene"	"SULF2"	GeneID:100219652	"SULF2"	14586519	14676127
"NC_044232.2"	14677669	14729129	"-"	"gene"	"NCOA3"	GeneID:100224552	"NCOA3"	14677669	14731129
"NC_044233.2"	60237	63571	"-"	"gene"	"B3GALT6"	GeneID:100225099	"B3GALT6"	60237	65571
"NC_044233.2"	64161	73337	"+"	"gene"	"SDF4"	GeneID:100227991	"SDF4"	62161	73337
"NC_044233.2"	127184	185116	"-"	"gene"	"AGRN"	GeneID:100219336	"AGRN"	127184	187116
"NC_044233.2"	459261	622404	"-"	"gene"	"RERE"	GeneID:100226114	"RERE"	459261	624404
"NC_044233.2"	632035	644367	"-"	"gene"	"ENO1"	GeneID:100231891	"ENO1"	632035	646367
"NC_044233.2"	965166	1042581	"+"	"gene"	"KIF1B"	GeneID:100534625	"KIF1B"	963166	1042581
"NC_044233.2"	1054016	1056066	"+"	"gene"	"CENPS"	GeneID:100190174	"CENPS"	1052016	1056066
"NC_044233.2"	1417587	1424230	"+"	"gene"	"LOC100218414"	GeneID:100218414	"LOC100218414"	1415587	1424230
"NC_044233.2"	1443404	1480957	"-"	"gene"	"ACAP3"	GeneID:100232185	"ACAP3"	1443404	1482957
"NC_044233.2"	1527463	1578632	"-"	"gene"	"DVL1"	GeneID:100231182	"DVL1"	1527463	1580632
"NC_044233.2"	1628839	1639665	"-"	"gene"	"CCNL2"	GeneID:100230169	"CCNL2"	1628839	1641665
"NC_044233.2"	1712824	1728618	"-"	"gene"	"TMEM240"	GeneID:100225508	"TMEM240"	1712824	1730618
"NC_044233.2"	1937377	1951580	"-"	"gene"	"LOC121470996"	GeneID:121470996	"LOC121470996"	1937377	1953580
"NC_044233.2"	2009709	2044643	"-"	"gene"	"GNB1"	GeneID:100218759	"GNB1"	2009709	2046643
"NC_044233.2"	2210772	2309352	"+"	"gene"	"SKI"	GeneID:100227413	"SKI"	2208772	2309352
"NC_044233.2"	3211981	3226339	"-"	"gene"	"CEP104"	GeneID:100218708	"CEP104"	3211981	3228339
"NC_044233.2"	3231623	3234721	"-"	"gene"	"C21H1orf174"	GeneID:100226388	"C21H1orf174"	3231623	3236721
"NC_044233.2"	3333677	3372172	"+"	"gene"	"AJAP1"	GeneID:100227362	"AJAP1"	3331677	3372172
"NC_044233.2"	3520757	3523842	"-"	"gene"	"RPL22"	GeneID:100220600	"RPL22"	3520757	3525842
"NC_044233.2"	3534454	3540537	"-"	"gene"	"ACOT7"	GeneID:100232141	"ACOT7"	3534454	3542537
"NC_044233.2"	3571863	3576828	"-"	"gene"	"NOL9"	GeneID:100228274	"NOL9"	3571863	3578828
"NC_044233.2"	3631443	3854174	"+"	"gene"	"CAMTA1"	GeneID:100221611	"CAMTA1"	3629443	3854174
"NC_044233.2"	3899487	3902996	"-"	"gene"	"TNFRSF9"	GeneID:100220654	"TNFRSF9"	3899487	3904996
"NC_044233.2"	3903087	3912040	"+"	"gene"	"PARK7"	GeneID:100190506	"PARK7"	3901087	3912040
"NC_044233.2"	4022491	4289233	"-"	"gene"	"LOC100222565"	GeneID:100222565	"LOC100222565"	4022491	4291233
"NC_044233.2"	4472537	4567680	"-"	"gene"	"VPS13D"	GeneID:100224544	"VPS13D"	4472537	4569680
"NC_044233.2"	4778481	4785323	"+"	"gene"	"MAD2L2"	GeneID:100226442	"MAD2L2"	4776481	4785323
"NC_044233.2"	4922716	4985660	"+"	"gene"	"MTOR"	GeneID:100219695	"MTOR"	4920716	4985660
"NC_044233.2"	5242572	5272444	"+"	"gene"	"USP48"	GeneID:105759905	"USP48"	5240572	5272444
"NC_044233.2"	5310267	5448868	"+"	"gene"	"EIF4G3"	GeneID:100225457	"EIF4G3"	5308267	5448868
"NC_044233.2"	5458643	5479406	"+"	"gene"	"HP1BP3"	GeneID:100228339	"HP1BP3"	5456643	5479406
"NC_044233.2"	5499371	5504687	"+"	"gene"	"DDOST"	GeneID:100232145	"DDOST"	5497371	5504687
"NC_044233.2"	5506295	5529461	"+"	"gene"	"DDI2"	GeneID:100219643	"DDI2"	5504295	5529461
"NC_044233.2"	5764557	5770316	"+"	"gene"	"NECAP2"	GeneID:100232199	"NECAP2"	5762557	5770316
"NC_044233.2"	6337465	6358162	"-"	"gene"	"ALDH4A1"	GeneID:105758761	"ALDH4A1"	6337465	6360162
"NC_044233.2"	6526871	6531840	"+"	"gene"	"MRTO4"	GeneID:115498019	"MRTO4"	6524871	6531840
"NC_044233.2"	6611122	6627694	"+"	"gene"	"MICOS10"	GeneID:100190379	"MICOS10"	6609122	6627694
"NC_044233.2"	7198729	7201133	"-"	"gene"	"C1QB"	GeneID:100223187	"C1QB"	7198729	7203133
"NC_044233.2"	7606794	7636637	"-"	"gene"	"CDC42"	GeneID:100227983	"CDC42"	7606794	7638637
"NC_044233.2"	7680415	7689716	"-"	"gene"	"PPIH"	GeneID:100219329	"PPIH"	7680415	7691716
"NC_044234.2"	49517	61454	"+"	"gene"	"VDAC3"	GeneID:100190491	"VDAC3"	47517	61454
"NC_044234.2"	149728	208082	"+"	"gene"	"ANK1"	GeneID:100221183	"ANK1"	147728	208082
"NC_044234.2"	591592	601008	"-"	"gene"	"DDHD2"	GeneID:100232766	"DDHD2"	591592	603008
"NC_044234.2"	607854	609805	"+"	"gene"	"LSM1"	GeneID:100190294	"LSM1"	605854	609805
"NC_044234.2"	617343	625717	"-"	"gene"	"ASH2L"	GeneID:100222164	"ASH2L"	617343	627717
"NC_044234.2"	695417	705096	"-"	"gene"	"ERLIN2"	GeneID:100223235	"ERLIN2"	695417	707096
"NC_044234.2"	1321400	1332580	"+"	"gene"	"ATP6V1B2"	GeneID:100219912	"ATP6V1B2"	1319400	1332580
"NC_044234.2"	1631100	1638207	"-"	"gene"	"PBDC1"	GeneID:115498186	"PBDC1"	1631100	1640207
"NC_044234.2"	1967802	1973276	"-"	"gene"	"EGR3"	GeneID:105760558	"EGR3"	1967802	1975276
"NC_044234.2"	2843876	2856466	"+"	"gene"	"BNIP3L"	GeneID:100220346	"BNIP3L"	2841876	2856466
"NC_044234.2"	3496149	3499304	"+"	"gene"	"FAM136A"	GeneID:115498184	"FAM136A"	3494149	3499304
"NC_044234.2"	3500346	3502648	"+"	"gene"	"SNRPG"	GeneID:100190253	"SNRPG"	3498346	3502648
"NC_044234.2"	3521175	3529347	"+"	"gene"	"C22H2orf42"	GeneID:115498136	"C22H2orf42"	3519175	3529347
"NC_044234.2"	3530262	3532865	"+"	"gene"	"MRPS24"	GeneID:115498167	"MRPS24"	3528262	3532865
"NC_044234.2"	3886269	3891224	"+"	"gene"	"LOC115498155"	GeneID:115498155	"LOC115498155"	3884269	3891224
"NC_044234.2"	4188008	4243107	"-"	"gene"	"AAK1"	GeneID:100223240	"AAK1"	4188008	4245107
"NC_044234.2"	4263077	4278898	"+"	"gene"	"GMCL1"	GeneID:100219380	"GMCL1"	4261077	4278898
"NC_044234.2"	4369072	4373654	"-"	"gene"	"H2AFV"	GeneID:100225440	"H2AFV"	4369072	4375654
"NC_044234.2"	4376004	4381003	"-"	"gene"	"PURB"	GeneID:115498211	"PURB"	4376004	4383003
"NC_044234.2"	4506452	4534141	"-"	"gene"	"NUDCD3"	GeneID:100224123	"NUDCD3"	4506452	4536141
"NC_044234.2"	4604271	4606328	"+"	"gene"	"PPIA"	GeneID:100190736	"PPIA"	4602271	4606328
"NC_044234.2"	4606142	4607219	"-"	"gene"	"LOC115498206"	GeneID:115498206	"LOC115498206"	4606142	4609219
"NC_044235.2"	182825	192064	"-"	"gene"	"LOC115498249"	GeneID:115498249	"LOC115498249"	182825	194064
"NC_044235.2"	185030	190293	"+"	"gene"	"LOC101233756"	GeneID:101233756	"LOC101233756"	183030	190293
"NC_044235.2"	454406	465571	"+"	"gene"	"MTF1"	GeneID:100218965	"MTF1"	452406	465571
"NC_044235.2"	472332	474777	"+"	"gene"	"YRDC"	GeneID:100217977	"YRDC"	470332	474777
"NC_044235.2"	626437	633161	"+"	"gene"	"MEAF6"	GeneID:100190282	"MEAF6"	624437	633161
"NC_044235.2"	1193242	1216127	"-"	"gene"	"LOC100232386"	GeneID:100232386	"LOC100232386"	1193242	1218127
"NC_044235.2"	1217558	1232547	"-"	"gene"	"LOC100229500"	GeneID:100229500	"LOC100229500"	1217558	1234547
"NC_044235.2"	1295089	1305255	"+"	"gene"	"PSMB2"	GeneID:100226692	"PSMB2"	1293089	1305255
"NC_044235.2"	1385804	1387550	"+"	"gene"	"LOC101234056"	GeneID:101234056	"LOC101234056"	1383804	1387550
"NC_044235.2"	1388025	1389775	"+"	"gene"	"LOC115490588"	GeneID:115490588	"LOC115490588"	1386025	1389775
"NC_044235.2"	1390345	1393991	"+"	"gene"	"LOC105758806"	GeneID:105758806	"LOC105758806"	1388345	1393991
"NC_044235.2"	1994521	2018751	"+"	"gene"	"NFYC"	GeneID:100217704	"NFYC"	1992521	2018751
"NC_044235.2"	2306644	2316499	"-"	"gene"	"TXLNA"	GeneID:100228519	"TXLNA"	2306644	2318499
"NC_044235.2"	2317141	2333896	"-"	"gene"	"KPNA6"	GeneID:100218911	"KPNA6"	2317141	2335896
"NC_044235.2"	2387539	2394281	"-"	"gene"	"SYNC"	GeneID:100218043	"SYNC"	2387539	2396281
"NC_044235.2"	2500613	2507549	"-"	"gene"	"AK2"	GeneID:100219949	"AK2"	2500613	2509549
"NC_044235.2"	2724754	2736298	"-"	"gene"	"NT5C1A"	GeneID:100222768	"NT5C1A"	2724754	2738298
"NC_044235.2"	2737884	2743253	"-"	"gene"	"HPCAL4"	GeneID:100231395	"HPCAL4"	2737884	2745253
"NC_044235.2"	2745245	2752477	"+"	"gene"	"LOC100218923"	GeneID:100218923	"LOC100218923"	2743245	2752477
"NC_044235.2"	2817831	2820704	"+"	"gene"	"RPL11"	GeneID:100224690	"RPL11"	2815831	2820704
"NC_044235.2"	2838368	2840467	"+"	"gene"	"PITHD1"	GeneID:100190147	"PITHD1"	2836368	2840467
"NC_044235.2"	2858335	2872274	"-"	"gene"	"FUCA1"	GeneID:100227568	"FUCA1"	2858335	2874274
"NC_044235.2"	3036972	3054002	"+"	"gene"	"SRRM1"	GeneID:100219960	"SRRM1"	3034972	3054002
"NC_044235.2"	3194425	3199151	"-"	"gene"	"RSRP1"	GeneID:101233570	"RSRP1"	3194425	3201151
"NC_044235.2"	3199318	3202461	"+"	"gene"	"TMEM50A"	GeneID:100190570	"TMEM50A"	3197318	3202461
"NC_044235.2"	3202016	3210243	"-"	"gene"	"RHCE"	GeneID:100225691	"RHCE"	3202016	3212243
"NC_044235.2"	3404238	3406942	"+"	"gene"	"FAM110D"	GeneID:105758788	"FAM110D"	3402238	3406942
"NC_044235.2"	3493332	3496847	"+"	"gene"	"HMGN2"	GeneID:100232449	"HMGN2"	3491332	3496847
"NC_044235.2"	3654712	3659615	"-"	"gene"	"GPN2"	GeneID:100218974	"GPN2"	3654712	3661615
"NC_044235.2"	3660579	3666431	"-"	"gene"	"GPATCH3"	GeneID:100221814	"GPATCH3"	3660579	3668431
"NC_044235.2"	3942216	3956545	"+"	"gene"	"FAM76A"	GeneID:100232402	"FAM76A"	3940216	3956545
"NC_044235.2"	4039233	4048841	"-"	"gene"	"OPRD1"	GeneID:100219907	"OPRD1"	4039233	4050841
"NC_044235.2"	4142893	4165595	"-"	"gene"	"HNRNPR"	GeneID:100218977	"HNRNPR"	4142893	4167595
"NC_044235.2"	4246795	4251288	"-"	"gene"	"RPA2"	GeneID:100230445	"RPA2"	4246795	4253288
"NC_044235.2"	4278533	4293074	"-"	"gene"	"STX12"	GeneID:100223777	"STX12"	4278533	4295074
"NC_044235.2"	5526229	5539312	"+"	"gene"	"LOC115498242"	GeneID:115498242	"LOC115498242"	5524229	5539312
"NC_044235.2"	6370843	6427300	"-"	"gene"	"PTPRU"	GeneID:100227636	"PTPRU"	6370843	6429300
"NC_044235.2"	6452594	6461474	"+"	"gene"	"SRSF4"	GeneID:100217999	"SRSF4"	6450594	6461474
"NC_044235.2"	6464613	6507195	"+"	"gene"	"LOC100220846"	GeneID:100220846	"LOC100220846"	6462613	6507195
"NC_044235.2"	6540755	6626688	"-"	"gene"	"EPB41"	GeneID:100226658	"EPB41"	6540755	6628688
"NC_044235.2"	6683704	6708140	"+"	"gene"	"LOC100222782"	GeneID:100222782	"LOC100222782"	6681704	6708140
"NC_044235.2"	6714044	6720631	"-"	"gene"	"TAF12"	GeneID:100217940	"TAF12"	6714044	6722631
"NC_044235.2"	6731447	6762000	"+"	"gene"	"GMEB1"	GeneID:100230385	"GMEB1"	6729447	6762000
"NC_044235.2"	6744148	6762000	"+"	"gene"	"YTHDF2"	GeneID:100225370	"YTHDF2"	6742148	6762000
"NC_044236.2"	387758	433327	"-"	"gene"	"PRDM10"	GeneID:100225308	"PRDM10"	387758	435327
"NC_044236.2"	451058	501139	"+"	"gene"	"APLP2"	GeneID:100222411	"APLP2"	449058	501139
"NC_044236.2"	527368	534021	"-"	"gene"	"LOC100221517"	GeneID:100221517	"LOC100221517"	527368	536021
"NC_044236.2"	683487	924214	"+"	"gene"	"ARHGAP32"	GeneID:100189987	"ARHGAP32"	681487	924214
"NC_044236.2"	1034713	1124576	"-"	"gene"	"FLI1"	GeneID:100226282	"FLI1"	1034713	1126576
"NC_044236.2"	1931093	1936442	"-"	"gene"	"LOC105758827"	GeneID:105758827	"LOC105758827"	1931093	1938442
"NC_044236.2"	2165525	2171313	"-"	"gene"	"HEPACAM"	GeneID:100222404	"HEPACAM"	2165525	2173313
"NC_044236.2"	3671207	3699706	"+"	"gene"	"LOC100221461"	GeneID:100221461	"LOC100221461"	3669207	3699706
"NC_044236.2"	4396547	4472610	"-"	"gene"	"UBASH3B"	GeneID:100231111	"UBASH3B"	4396547	4474610
"NC_044236.2"	4809028	4862189	"-"	"gene"	"SORL1"	GeneID:100226349	"SORL1"	4809028	4864189
"NC_044236.2"	5145917	5229279	"-"	"gene"	"ARHGEF12"	GeneID:100222469	"ARHGEF12"	5145917	5231279
"NC_044236.2"	5746981	5783647	"-"	"gene"	"CBL"	GeneID:100227293	"CBL"	5746981	5785647
"NC_044236.2"	5798516	5812404	"-"	"gene"	"ABCG4"	GeneID:100228192	"ABCG4"	5798516	5814404
"NC_044236.2"	6049596	6080666	"+"	"gene"	"DIXDC1"	GeneID:100225366	"DIXDC1"	6047596	6080666
"NC_044236.2"	6081742	6091343	"+"	"gene"	"DLAT"	GeneID:100221470	"DLAT"	6079742	6091343
"NC_044236.2"	6097917	6101750	"+"	"gene"	"SDHD"	GeneID:100190674	"SDHD"	6095917	6101750
"NC_044236.2"	6467843	6476737	"-"	"gene"	"ZW10"	GeneID:100219551	"ZW10"	6467843	6478737
"NC_044236.2"	6766627	6835486	"+"	"gene"	"SIK3"	GeneID:100231109	"SIK3"	6764627	6835486
"NC_044236.2"	6836486	6837963	"+"	"gene"	"APOA1"	GeneID:105758816	"APOA1"	6834486	6837963
"NC_044236.2"	7235578	7240209	"-"	"gene"	"REXO2"	GeneID:100226295	"REXO2"	7235578	7242209
"NC_044236.2"	7372170	7412569	"+"	"gene"	"KMT2A"	GeneID:100231049	"KMT2A"	7370170	7412569
"NC_044236.2"	7421435	7429701	"+"	"gene"	"ARCN1"	GeneID:100227346	"ARCN1"	7419435	7429701
"NC_044236.2"	7451371	7464712	"+"	"gene"	"HYOU1"	GeneID:100217698	"HYOU1"	7449371	7464712
"NC_044236.2"	7472845	7474635	"-"	"gene"	"TRAPPC4"	GeneID:100222420	"TRAPPC4"	7472845	7476635
"NC_044236.2"	7474753	7476568	"+"	"gene"	"RPS25"	GeneID:100189961	"RPS25"	7472753	7476568
"NC_044236.2"	7554802	7572699	"+"	"gene"	"DDX6"	GeneID:100226928	"DDX6"	7552802	7572699
"NC_044236.2"	7574099	7584298	"+"	"gene"	"VPS11"	GeneID:100228197	"VPS11"	7572099	7584298
"NC_044237.2"	91922	97036	"-"	"gene"	"LOC100190115"	GeneID:100190115	"LOC100190115"	91922	99036
"NC_044237.2"	133200	134104	"-"	"gene"	"CKS1B"	GeneID:100134846	"CKS1B"	133200	136104
"NC_044237.2"	150767	152451	"+"	"gene"	"PMVK"	GeneID:100190393	"PMVK"	148767	152451
"NC_044237.2"	202053	209771	"+"	"gene"	"UBE2Q1"	GeneID:100225962	"UBE2Q1"	200053	209771
"NC_044237.2"	459219	461291	"-"	"gene"	"LAMTOR2"	GeneID:100190214	"LAMTOR2"	459219	463291
"NC_044237.2"	531516	617691	"+"	"gene"	"MEF2D"	GeneID:100224097	"MEF2D"	529516	617691
"NC_044237.2"	772761	778394	"-"	"gene"	"ISG20L2"	GeneID:115498463	"ISG20L2"	772761	780394
"NC_044237.2"	784472	787082	"-"	"gene"	"MRPL24"	GeneID:100228812	"MRPL24"	784472	789082
"NC_044237.2"	799072	809525	"+"	"gene"	"PRCC"	GeneID:100231713	"PRCC"	797072	809525
"NC_044237.2"	1121786	1139937	"+"	"gene"	"DAP3"	GeneID:100226911	"DAP3"	1119786	1139937
"NC_044237.2"	1264995	1266404	"-"	"gene"	"LOC121471115"	GeneID:121471115	"LOC121471115"	1264995	1268404
"NC_044237.2"	1374287	1401382	"+"	"gene"	"LOC100229272"	GeneID:100229272	"LOC100229272"	1372287	1401382
